URL,Version,Status,OIDs,Name,Title,Description,Used
http://tecnomod-um.org/CodeSystem/stroke-arrival-mode-cs,1.0.0,active,,StrokeArrivalModeCS,StrokeArrivalModeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-arrival-mode-cs.","ValueSet/admission-pathway-vs"
http://tecnomod-um.org/CodeSystem/stroke-circumstance-codes-cs,1.0.0,active,,StrokeCircumstanceCodesCS,StrokeCircumstanceCodesCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-circumstance-codes-cs.","ValueSet/stroke-circumstance-vs"
http://tecnomod-um.org/CodeSystem/stroke-discharge-destination-cs,1.0.0,active,,StrokeDischargeDestinationCS,StrokeDischargeDestinationCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-discharge-destination-cs.","ValueSet/discharge-destination-vs,ValueSet/discharge-facility-type-vs"
http://tecnomod-um.org/CodeSystem/stroke-etiology-cs,1.0.0,active,,StrokeEtiologyCS,StrokeEtiologyCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-etiology-cs.","ValueSet/stroke-etiology-vs"
http://tecnomod-um.org/CodeSystem/stroke-etiology-other-cs,1.0.0,active,,StrokeEtiologyOtherCS,StrokeEtiologyOtherCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-etiology-other-cs.","ValueSet/stroke-etiology-other-vs"
http://tecnomod-um.org/CodeSystem/stroke-mimics-diagnosis-cs,1.0.0,active,,StrokeMimicsDiagnosisCS,StrokeMimicsDiagnosisCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-mimics-diagnosis-cs.","ValueSet/mimics-diagnosis-vs"
http://tecnomod-um.org/CodeSystem/stroke-post-stroke-complication-cs,1.0.0,active,,StrokePostStrokeComplicationCS,StrokePostStrokeComplicationCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-post-stroke-complication-cs.","ValueSet/post-stroke-complications-vs"
http://tecnomod-um.org/CodeSystem/stroke-proc-not-done-reason-cs,1.0.0,active,,StrokeProcNotDoneReasonCS,StrokeProcNotDoneReasonCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/stroke-proc-not-done-reason-cs.","ValueSet/procedure-not-done-reason-vs,ValueSet/no-thrombolysis-reason-vs,ValueSet/no-thrombectomy-reason-vs,ValueSet/no-ich-treatment-reason-vs"
http://tecnomod-um.org/CodeSystem/swallow-procedures-cs,1.0.0,active,,SwallowProceduresCS,SwallowProceduresCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/swallow-procedures-cs.","ValueSet/swallowing-screening-type-vs"
http://tecnomod-um.org/CodeSystem/swallow-screen-time-cs,1.0.0,active,,SwallowScreenTimeCS,SwallowScreenTimeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/swallow-screen-time-cs.","ValueSet/swallowing-screening-timing-vs"
http://tecnomod-um.org/CodeSystem/symptoms-cs,1.0.0,active,,SymptomsCS,SymptomsCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/symptoms-cs.","ValueSet/tia-clinical-symptoms-vs"
http://tecnomod-um.org/CodeSystem/tenecteplase-brand-cs,1.0.0,active,,TenecteplaseBrandCS,TenecteplaseBrandCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/tenecteplase-brand-cs.","ValueSet/tecnetplase-brand-vs"
http://tecnomod-um.org/CodeSystem/three-month-contact-mode-cs,1.0.0,active,,ThreeMonthContactModeCS,ThreeMonthContactModeCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/three-month-contact-mode-cs.","ValueSet/three-month-contact-mode-vs"
http://tecnomod-um.org/CodeSystem/thrombectomy-complications-cs,1.0.0,active,,ThrombectomyComplicationsCS,ThrombectomyComplicationsCs CodeSystem,"Local RESQ stroke registry CodeSystem generated from enum_models.py for system http://tecnomod-um.org/CodeSystem/thrombectomy-complications-cs.","ValueSet/thrombectomy-complications-vs"
