URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/communication-not-done-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.3.174",CommunicationNotDoneReason,Communication Not Done Reason,"Codes for the reason why a communication did not happen.","StructureDefinition/three-month-communication-profile","THO"
http://hl7.org/fhir/ValueSet/communication-topic,5.0.0,draft,"2.16.840.1.113883.4.642.3.983",CommunicationTopic,Communication Topic,"Codes describing the purpose or content of the communication.","StructureDefinition/three-month-communication-profile","THO"
http://hl7.org/fhir/ValueSet/condition-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.153,2.16.840.1.113883.4.642.3.162,2.16.840.1.113883.4.642.2.73",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/stroke-diagnosis-condition-profile","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.155,2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.2.74",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/stroke-diagnosis-condition-profile","THO"
http://hl7.org/fhir/ValueSet/condition-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.2.72,2.16.840.1.113883.4.642.3.152",ConditionProblemDiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/discharge-medication-request-profile,StructureDefinition/stroke-encounter-profile,StructureDefinition/stroke-vte-procedure-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/prior-medication-statement-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/stroke-treatment-procedure-profile","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,5.0.0,draft,"2.16.840.1.113883.4.642.3.168,2.16.840.1.113883.4.642.2.76,2.16.840.1.113883.4.642.3.159",ConditionDiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/stroke-diagnosis-condition-profile","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.3.170,2.16.840.1.113883.4.642.2.408",ConditionStage,Condition Stage,"Value set for stages of cancer and other conditions.","StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/stroke-diagnosis-condition-profile","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/stroke-diagnosis-condition-profile","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.157,2.16.840.1.113883.4.642.2.75,2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/stroke-diagnosis-condition-profile","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,5.0.0,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,Data Absent Reason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/analitics-observation-profile,StructureDefinition/glasgow-coma-scale-observation-profile,StructureDefinition/base-stroke-observation,StructureDefinition/functional-score-observation-profile,StructureDefinition/glucose-ge10-observation-profile,StructureDefinition/patient-ventilated-observation-profile,StructureDefinition/hyperglycemia-observation-profile,StructureDefinition/glasgow-coma-score-observation-profile,StructureDefinition/fever-observation-profile,StructureDefinition/timing-metric-observation-profile,StructureDefinition/three-month-contact-mode-observation-profile,StructureDefinition/appointment-management-observation-profile,StructureDefinition/tia-clinical-symptoms-observation-profile,StructureDefinition/no-anticoagulant-discharge-reason-observation-profile,StructureDefinition/specific-finding-observation-profile,StructureDefinition/vital-sign-observation-profile,StructureDefinition/highest-hyperglycemia-value-observation-profile","THO"
http://hl7.org/fhir/ValueSet/device-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.425,2.16.840.1.113883.4.642.2.236,2.16.840.1.113883.4.642.3.416",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/stroke-mechanical-procedure-profile,StructureDefinition/stroke-vte-procedure-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/stroke-treatment-procedure-profile","SCT"
http://hl7.org/fhir/ValueSet/device-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1376",DeviceType,Device Type,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/stroke-mechanical-procedure-profile,StructureDefinition/resq-body-structure-profile,StructureDefinition/stroke-vte-procedure-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/stroke-treatment-procedure-profile","SCT,Other"
http://hl7.org/fhir/ValueSet/diagnostic-report-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.235,2.16.840.1.113883.4.642.2.118,2.16.840.1.113883.4.642.3.230",DiagnosticReportStatus,Diagnostic Report Status,"The status of the diagnostic report.","StructureDefinition/mechanical-thrombectomy-diagnostic-report-profile,StructureDefinition/stroke-imaging-diagnostic-report-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/diagnostic-service-sections,5.0.0,draft,"2.16.840.1.113883.4.642.3.234,2.16.840.1.113883.4.642.2.117,2.16.840.1.113883.4.642.3.229",DiagnosticServiceSectionCodes,Diagnostic Service Section Codes,"This value set includes all the codes in HL7 V2 table 0074.","StructureDefinition/mechanical-thrombectomy-diagnostic-report-profile,StructureDefinition/stroke-imaging-diagnostic-report-profile","THO (V2)"
http://hl7.org/fhir/ValueSet/encounter-diagnosis-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3321",EncounterDiagnosisUse,Encounter Diagnosis Use,"What a specific Encounter/EpisodeOfCare `diagnosis.condition` is to be used for.","StructureDefinition/stroke-encounter-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-diet,5.0.0,draft,"2.16.840.1.113883.4.642.3.255,2.16.840.1.113883.4.642.2.142,2.16.840.1.113883.4.642.3.250",EncounterDiet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","StructureDefinition/stroke-encounter-profile","THO"
http://hl7.org/fhir/ValueSet/encounter-location-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.257,2.16.840.1.113883.4.642.2.147,2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,Encounter Location Status,"The status of the location.","StructureDefinition/stroke-encounter-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.245,2.16.840.1.113883.4.642.2.139,2.16.840.1.113883.4.642.3.250",ParticipantType,Participant Type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/stroke-encounter-profile","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.256,2.16.840.1.113883.4.642.2.146,2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/stroke-encounter-profile","SCT"
http://hl7.org/fhir/ValueSet/encounter-reason-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3320",EncounterReasonUse,Encounter Reason Use,"What a specific Encounter/EpisodeOfCare `reason.value` is to be used for.","StructureDefinition/stroke-encounter-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-special-arrangements,5.0.0,draft,"2.16.840.1.113883.4.642.3.248,2.16.840.1.113883.4.642.2.141,2.16.840.1.113883.4.642.3.253",SpecialArrangements,Special Arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","StructureDefinition/stroke-encounter-profile","THO"
http://hl7.org/fhir/ValueSet/encounter-special-courtesy,5.0.0,draft,"2.16.840.1.113883.4.642.3.247,2.16.840.1.113883.4.642.3.252,2.16.840.1.113883.4.642.2.140",SpecialCourtesy,Special Courtesy,"This value set defines a set of codes that can be used to indicate special courtesies provided to the patient.","StructureDefinition/stroke-encounter-profile","THO (V3)"
http://hl7.org/fhir/ValueSet/encounter-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.246,2.16.840.1.113883.4.642.3.241",EncounterStatus,Encounter Status,"Current state of the encounter.","StructureDefinition/stroke-encounter-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-subject-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3159",EncounterSubjectStatus,Encounter Subject Status,"This example value set defines a set of codes that can be used to indicate the status of the subject within the encounter","StructureDefinition/stroke-encounter-profile","THO"
http://hl7.org/fhir/ValueSet/encounter-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.243,2.16.840.1.113883.4.642.3.248,2.16.840.1.113883.4.642.2.137",EncounterType,Encounter Type,"This example value set defines a set of codes that can be used to indicate the type of encounter: a specific code indicating type of service provided.","StructureDefinition/stroke-encounter-profile","THO"
http://hl7.org/fhir/ValueSet/event-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/stroke-mechanical-procedure-profile,StructureDefinition/stroke-vte-procedure-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/three-month-communication-profile,StructureDefinition/stroke-treatment-procedure-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/identifier-type,5.0.0,active,"2.16.840.1.113883.4.642.3.45",IdentifierTypeCodes,Identifier Type Codes,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/stroke-registry-organization-profile","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/stroke-registry-organization-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/languages,5.0.0,active,"2.16.840.1.113883.4.642.3.891,2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/mechanical-thrombectomy-diagnostic-report-profile,StructureDefinition/analitics-observation-profile,StructureDefinition/glasgow-coma-scale-observation-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/three-month-communication-profile,StructureDefinition/discharge-medication-request-profile,StructureDefinition/patient-ventilated-observation-profile,StructureDefinition/stroke-vte-procedure-profile,StructureDefinition/post-stroke-complication-condition-profile,StructureDefinition/timing-metric-observation-profile,StructureDefinition/stroke-registry-organization-profile,StructureDefinition/appointment-management-observation-profile,StructureDefinition/prior-medication-statement-profile,StructureDefinition/tia-clinical-symptoms-observation-profile,StructureDefinition/no-anticoagulant-discharge-reason-observation-profile,StructureDefinition/paracetamol-on-fever-medicationAdministration-profile,StructureDefinition/vital-sign-observation-profile,StructureDefinition/stroke-treatment-procedure-profile,StructureDefinition/stroke-risk-factor-condition-profile,StructureDefinition/stroke-encounter-profile,StructureDefinition/stroke-medication-administration-profile,StructureDefinition/stroke-imaging-diagnostic-report-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/resq-practitioner-role-profile,StructureDefinition/base-stroke-observation,StructureDefinition/functional-score-observation-profile,StructureDefinition/glucose-ge10-observation-profile,StructureDefinition/resq-patient-profile,StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/stroke-mechanical-procedure-profile,StructureDefinition/resq-body-structure-profile,StructureDefinition/hyperglycemia-observation-profile,StructureDefinition/glasgow-coma-score-observation-profile,StructureDefinition/fever-observation-profile,StructureDefinition/hospitalized-location-profile,StructureDefinition/resq-location-profile,StructureDefinition/three-month-contact-mode-observation-profile,StructureDefinition/stroke-diagnosis-condition-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/specific-finding-observation-profile,StructureDefinition/nimodipine-medicationAdministration-profile,StructureDefinition/highest-hyperglycemia-value-observation-profile,StructureDefinition/insulin-on-hyperglycemia-medicationAdministration-profile","Other"
http://hl7.org/fhir/ValueSet/link-type,5.0.0,active,"2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.3.423,2.16.840.1.113883.4.642.3.412",LinkType,Link Type,"The type of link between this Patient resource and another Patient/RelatedPerson resource.","StructureDefinition/resq-patient-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-characteristic,5.0.0,draft,"2.16.840.1.113883.4.642.3.3079",LocationCharacteristic,Location Characteristic,"Example Set of Location Characteristics","StructureDefinition/hospitalized-location-profile,StructureDefinition/resq-location-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-form,5.0.0,draft,"2.16.840.1.113883.4.642.3.328",LocationForm,Location Form,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.","StructureDefinition/stroke-encounter-profile,StructureDefinition/hospitalized-location-profile,StructureDefinition/resq-location-profile","THO"
http://hl7.org/fhir/ValueSet/location-mode,5.0.0,draft,"2.16.840.1.113883.4.642.3.321,2.16.840.1.113883.4.642.2.181,2.16.840.1.113883.4.642.3.330",LocationMode,Location Mode,"Indicates whether a resource instance represents a specific location or a class of locations.","StructureDefinition/hospitalized-location-profile,StructureDefinition/resq-location-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.323,2.16.840.1.113883.4.642.3.332,2.16.840.1.113883.4.642.2.182",LocationStatus,Location Status,"Indicates whether the location is still in use.","StructureDefinition/hospitalized-location-profile,StructureDefinition/resq-location-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/marital-status,5.0.0,active,"2.16.840.1.113883.4.642.3.29",MaritalStatusCodes,Marital Status Codes,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/resq-patient-profile","THO (V3)"
http://hl7.org/fhir/ValueSet/med-admin-perform-function,5.0.0,draft,"2.16.840.1.113883.4.642.3.349",MedicationAdministrationPerformerFunctionCodes,MedicationAdministration Performer Function Codes,"MedicationAdministration Performer Function Codes","StructureDefinition/stroke-medication-administration-profile,StructureDefinition/paracetamol-on-fever-medicationAdministration-profile,StructureDefinition/insulin-on-hyperglycemia-medicationAdministration-profile,StructureDefinition/nimodipine-medicationAdministration-profile","THO"
http://hl7.org/fhir/ValueSet/medication-admin-location,5.0.0,draft,"2.16.840.1.113883.4.642.3.3127",MedicationAdministrationLocationCodes,MedicationAdministration Location Codes,"MedicationAdministration Location Codes","StructureDefinition/stroke-medication-administration-profile,StructureDefinition/paracetamol-on-fever-medicationAdministration-profile,StructureDefinition/insulin-on-hyperglycemia-medicationAdministration-profile,StructureDefinition/nimodipine-medicationAdministration-profile","THO"
http://hl7.org/fhir/ValueSet/medication-admin-status,5.0.0,draft,"2.16.840.1.113883.4.642.2.186,2.16.840.1.113883.4.642.3.340,2.16.840.1.113883.4.642.3.330",MedicationAdministrationStatusCodes,MedicationAdministration Status Codes,"MedicationAdministration Status Codes","StructureDefinition/stroke-medication-administration-profile,StructureDefinition/paracetamol-on-fever-medicationAdministration-profile,StructureDefinition/insulin-on-hyperglycemia-medicationAdministration-profile,StructureDefinition/nimodipine-medicationAdministration-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medication-dose-aid,5.0.0,draft,"2.16.840.1.113883.4.642.3.3241",MedicationDoseAids,Medication Dose Aids,"Medication Dose Aids","StructureDefinition/discharge-medication-request-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medication-intended-performer-role,5.0.0,draft,"2.16.840.1.113883.4.642.3.1979",MedicationIntendedPerformerRole,Medication Intended Performer Role,"Medication Intended Performer Role","StructureDefinition/discharge-medication-request-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medication-statement-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3088",MedicationStatementStatusCodes,MedicationStatement Status Codes,"MedicationStatement Status Codes","StructureDefinition/prior-medication-statement-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medicationrequest-admin-location,5.0.0,draft,"2.16.840.1.113883.4.642.3.3242",MedicationRequestAdministrationLocationCodes,medicationRequest Administration Location Codes,"MedicationRequest Administration Location Codes","StructureDefinition/discharge-medication-request-profile,StructureDefinition/prior-medication-statement-profile","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy,5.0.0,draft,"2.16.840.1.113883.4.642.3.1326",MedicationRequestCourseOfTherapyCodes,medicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","StructureDefinition/discharge-medication-request-profile","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-intent,5.0.0,draft,"2.16.840.1.113883.4.642.3.1321",MedicationRequestIntent,medicationRequest Intent,"MedicationRequest Intent Codes","StructureDefinition/discharge-medication-request-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.1320",MedicationrequestStatus,medicationrequest Status,"MedicationRequest Status Codes","StructureDefinition/discharge-medication-request-profile","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.1324",MedicationRequestStatusReasonCodes,medicationRequest Status Reason Codes,"MedicationRequest Status Reason Codes","StructureDefinition/discharge-medication-request-profile","THO"
http://hl7.org/fhir/ValueSet/observation-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.403,2.16.840.1.113883.4.642.2.222,2.16.840.1.113883.4.642.3.392",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/analitics-observation-profile,StructureDefinition/glasgow-coma-scale-observation-profile,StructureDefinition/base-stroke-observation,StructureDefinition/functional-score-observation-profile,StructureDefinition/glucose-ge10-observation-profile,StructureDefinition/patient-ventilated-observation-profile,StructureDefinition/hyperglycemia-observation-profile,StructureDefinition/glasgow-coma-score-observation-profile,StructureDefinition/fever-observation-profile,StructureDefinition/timing-metric-observation-profile,StructureDefinition/three-month-contact-mode-observation-profile,StructureDefinition/appointment-management-observation-profile,StructureDefinition/tia-clinical-symptoms-observation-profile,StructureDefinition/no-anticoagulant-discharge-reason-observation-profile,StructureDefinition/specific-finding-observation-profile,StructureDefinition/vital-sign-observation-profile,StructureDefinition/highest-hyperglycemia-value-observation-profile","THO"
